	Lumberjack Read Data List          Thu   20-MAY-21 22:46:47

	Engineering units
	X = TIME  Lumberjack format

	T1 = 20-MAY-2021 13:00:18.000	T2 = 20-MAY-2021 13:15:18.000

	 Trace 1				 Trace 2
       13500 points			        13500 points
    N:ISRCNT08 cnt    NML3  		     N;ISRCNT10 cnt    NML3  

       Time    	    Y1  	        Time    	    Y2
Thu May 20 13:01:24.475	225789828   	Thu May 20 13:01:24.475	2033721867  
Thu May 20 13:01:24.541	225789828   	Thu May 20 13:01:24.541	2033721867  
Thu May 20 13:01:24.608	225789828   	Thu May 20 13:01:24.608	2033721867  
Thu May 20 13:01:24.675	225789828   	Thu May 20 13:01:24.675	2033721867  
Thu May 20 13:01:24.742	225789828   	Thu May 20 13:01:24.742	2033721867  
Thu May 20 13:01:24.808	225789828   	Thu May 20 13:01:24.808	2033721867  
Thu May 20 13:01:24.875	225789828   	Thu May 20 13:01:24.875	2033721867  
Thu May 20 13:01:24.941	225789828   	Thu May 20 13:01:24.941	2033721867  
Thu May 20 13:01:25.008	225789828   	Thu May 20 13:01:25.008	2033721867  
Thu May 20 13:01:25.075	225789828   	Thu May 20 13:01:25.075	2033721867  
Thu May 20 13:01:25.141	225789828   	Thu May 20 13:01:25.141	2033721867  
Thu May 20 13:01:25.208	225789828   	Thu May 20 13:01:25.208	2033721867  
Thu May 20 13:01:25.275	225789828   	Thu May 20 13:01:25.275	2033721867  
Thu May 20 13:01:25.342	225789828   	Thu May 20 13:01:25.342	2033721867  
Thu May 20 13:01:25.408	225789828   	Thu May 20 13:01:25.408	2033721867  
Thu May 20 13:01:25.475	225789828   	Thu May 20 13:01:25.475	2033721867  
Thu May 20 13:01:25.542	225789828   	Thu May 20 13:01:25.542	2033721867  
Thu May 20 13:01:25.608	225789828   	Thu May 20 13:01:25.608	2033721867  
Thu May 20 13:01:25.675	225789828   	Thu May 20 13:01:25.675	2033721867  
Thu May 20 13:01:25.741	225789828   	Thu May 20 13:01:25.741	2033721867  
Thu May 20 13:01:25.808	225789828   	Thu May 20 13:01:25.808	2033721867  
Thu May 20 13:01:25.875	225789828   	Thu May 20 13:01:25.875	2033721867  
Thu May 20 13:01:25.942	225789828   	Thu May 20 13:01:25.942	2033721867  
Thu May 20 13:01:26.008	225789828   	Thu May 20 13:01:26.008	2033721867  
Thu May 20 13:01:26.075	225789828   	Thu May 20 13:01:26.075	2033721867  
Thu May 20 13:01:26.142	225789828   	Thu May 20 13:01:26.142	2033721867  
Thu May 20 13:01:26.208	225789828   	Thu May 20 13:01:26.208	2033721867  
Thu May 20 13:01:26.275	225789828   	Thu May 20 13:01:26.275	2033721867  
Thu May 20 13:01:26.342	225789828   	Thu May 20 13:01:26.342	2033721867  
Thu May 20 13:01:26.408	225789828   	Thu May 20 13:01:26.408	2033721867  
Thu May 20 13:01:26.475	225789828   	Thu May 20 13:01:26.475	2033721867  
Thu May 20 13:01:26.542	225789828   	Thu May 20 13:01:26.542	2033721867  
Thu May 20 13:01:26.608	225789828   	Thu May 20 13:01:26.608	2033721867  
Thu May 20 13:01:26.675	225789828   	Thu May 20 13:01:26.675	2033721867  
Thu May 20 13:01:26.742	225789828   	Thu May 20 13:01:26.742	2033721867  
Thu May 20 13:01:26.808	225789828   	Thu May 20 13:01:26.808	2033721867  
Thu May 20 13:01:26.875	225789828   	Thu May 20 13:01:26.875	2033721867  
Thu May 20 13:01:26.941	225789828   	Thu May 20 13:01:26.941	2033721867  
Thu May 20 13:01:27.008	225789828   	Thu May 20 13:01:27.008	2033721867  
Thu May 20 13:01:27.075	225789828   	Thu May 20 13:01:27.075	2033721867  
Thu May 20 13:01:27.142	225789828   	Thu May 20 13:01:27.142	2033721867  
Thu May 20 13:01:27.208	225789828   	Thu May 20 13:01:27.208	2033721867  
Thu May 20 13:01:27.275	225789828   	Thu May 20 13:01:27.275	2033721867  
Thu May 20 13:01:27.342	225789828   	Thu May 20 13:01:27.342	2033721867  
Thu May 20 13:01:27.408	225789828   	Thu May 20 13:01:27.408	2033721867  
Thu May 20 13:01:27.475	225789828   	Thu May 20 13:01:27.475	2033721867  
Thu May 20 13:01:27.542	225789828   	Thu May 20 13:01:27.542	2033721867  
Thu May 20 13:01:27.609	225789828   	Thu May 20 13:01:27.609	2033721867  
Thu May 20 13:01:27.675	225789828   	Thu May 20 13:01:27.675	2033721867  
Thu May 20 13:01:27.742	225789828   	Thu May 20 13:01:27.742	2033721867  
Thu May 20 13:01:27.808	225789828   	Thu May 20 13:01:27.808	2033721867  
Thu May 20 13:01:27.875	225789828   	Thu May 20 13:01:27.875	2033721867  
Thu May 20 13:01:27.942	225789828   	Thu May 20 13:01:27.942	2033721867  
Thu May 20 13:01:28.008	225789828   	Thu May 20 13:01:28.008	2033721867  
Thu May 20 13:01:28.075	225789828   	Thu May 20 13:01:28.075	2033721867  
Thu May 20 13:01:28.142	225789828   	Thu May 20 13:01:28.142	2033721867  
Thu May 20 13:01:28.209	225789828   	Thu May 20 13:01:28.209	2033721867  
Thu May 20 13:01:28.275	225789828   	Thu May 20 13:01:28.275	2033721867  
Thu May 20 13:01:28.342	225789828   	Thu May 20 13:01:28.342	2033721867  
Thu May 20 13:01:28.408	225789828   	Thu May 20 13:01:28.408	2033721867  
Thu May 20 13:01:28.475	225789828   	Thu May 20 13:01:28.475	2033721867  
Thu May 20 13:01:28.542	225789828   	Thu May 20 13:01:28.542	2033721867  
Thu May 20 13:01:28.608	225789828   	Thu May 20 13:01:28.608	2033721867  
Thu May 20 13:01:28.675	225789828   	Thu May 20 13:01:28.675	2033721867  
Thu May 20 13:01:28.741	225789828   	Thu May 20 13:01:28.741	2033721867  
Thu May 20 13:01:28.808	225789828   	Thu May 20 13:01:28.808	2033721867  
Thu May 20 13:01:28.875	225789828   	Thu May 20 13:01:28.875	2033721867  
Thu May 20 13:01:28.942	225789828   	Thu May 20 13:01:28.942	2033721867  
Thu May 20 13:01:29.008	225789828   	Thu May 20 13:01:29.008	2033721867  
Thu May 20 13:01:29.075	225789828   	Thu May 20 13:01:29.075	2033721867  
Thu May 20 13:01:29.142	225789828   	Thu May 20 13:01:29.142	2033721867  
Thu May 20 13:01:29.209	225789828   	Thu May 20 13:01:29.209	2033721867  
Thu May 20 13:01:29.275	225789828   	Thu May 20 13:01:29.275	2033721867  
Thu May 20 13:01:29.342	225789828   	Thu May 20 13:01:29.342	2033721867  
Thu May 20 13:01:29.408	225789828   	Thu May 20 13:01:29.408	2033721867  
Thu May 20 13:01:29.475	225789828   	Thu May 20 13:01:29.475	2033721867  
Thu May 20 13:01:29.542	225789828   	Thu May 20 13:01:29.542	2033721867  
Thu May 20 13:01:29.608	225789828   	Thu May 20 13:01:29.608	2033721867  
Thu May 20 13:01:29.675	225789828   	Thu May 20 13:01:29.675	2033721867  
Thu May 20 13:01:29.742	225789828   	Thu May 20 13:01:29.742	2033721867  
Thu May 20 13:01:29.809	225789828   	Thu May 20 13:01:29.809	2033721867  
Thu May 20 13:01:29.875	225789828   	Thu May 20 13:01:29.875	2033721867  
Thu May 20 13:01:29.942	225789828   	Thu May 20 13:01:29.942	2033721867  
Thu May 20 13:01:30.008	225789828   	Thu May 20 13:01:30.008	2033721867  
Thu May 20 13:01:30.075	225789828   	Thu May 20 13:01:30.075	2033721867  
Thu May 20 13:01:30.142	225789828   	Thu May 20 13:01:30.142	2033721867  
Thu May 20 13:01:30.208	225789828   	Thu May 20 13:01:30.208	2033721867  
Thu May 20 13:01:30.275	225789828   	Thu May 20 13:01:30.275	2033721867  
Thu May 20 13:01:30.342	225789828   	Thu May 20 13:01:30.342	2033721867  
Thu May 20 13:01:30.408	225789828   	Thu May 20 13:01:30.408	2033721867  
Thu May 20 13:01:30.475	225789828   	Thu May 20 13:01:30.475	2033721867  
Thu May 20 13:01:30.542	225789828   	Thu May 20 13:01:30.542	2033721867  
Thu May 20 13:01:30.608	225789828   	Thu May 20 13:01:30.608	2033721867  
Thu May 20 13:01:30.675	225789828   	Thu May 20 13:01:30.675	2033721867  
Thu May 20 13:01:30.742	225789828   	Thu May 20 13:01:30.742	2033721867  
Thu May 20 13:01:30.808	225789828   	Thu May 20 13:01:30.808	2033721867  
Thu May 20 13:01:30.875	225789828   	Thu May 20 13:01:30.875	2033721867  
Thu May 20 13:01:30.942	225789828   	Thu May 20 13:01:30.942	2033721867  
Thu May 20 13:01:31.008	225789828   	Thu May 20 13:01:31.008	2033721867  
Thu May 20 13:01:31.075	225789828   	Thu May 20 13:01:31.075	2033721867  
Thu May 20 13:01:31.142	225789828   	Thu May 20 13:01:31.142	2033721867  
Thu May 20 13:01:31.208	225789828   	Thu May 20 13:01:31.208	2033721867  
Thu May 20 13:01:31.275	225789828   	Thu May 20 13:01:31.275	2033721867  
Thu May 20 13:01:31.342	225789828   	Thu May 20 13:01:31.342	2033721867  
Thu May 20 13:01:31.408	225789828   	Thu May 20 13:01:31.408	2033721867  
Thu May 20 13:01:31.475	225789828   	Thu May 20 13:01:31.475	2033721867  
Thu May 20 13:01:31.542	225789828   	Thu May 20 13:01:31.542	2033721867  
Thu May 20 13:01:31.609	225789828   	Thu May 20 13:01:31.609	2033721867  
Thu May 20 13:01:31.675	225789828   	Thu May 20 13:01:31.675	2033721867  
Thu May 20 13:01:31.742	225789828   	Thu May 20 13:01:31.742	2033721867  
Thu May 20 13:01:31.808	225789828   	Thu May 20 13:01:31.808	2033721867  
Thu May 20 13:01:31.875	225789828   	Thu May 20 13:01:31.875	2033721867  
Thu May 20 13:01:31.942	225789828   	Thu May 20 13:01:31.942	2033721867  
Thu May 20 13:01:32.008	225789828   	Thu May 20 13:01:32.008	2033721867  
Thu May 20 13:01:32.075	225789828   	Thu May 20 13:01:32.075	2033721867  
Thu May 20 13:01:32.142	225789828   	Thu May 20 13:01:32.142	2033721867  
Thu May 20 13:01:32.209	225789828   	Thu May 20 13:01:32.209	2033721867  
Thu May 20 13:01:32.276	225789828   	Thu May 20 13:01:32.276	2033721867  
Thu May 20 13:01:32.342	225789828   	Thu May 20 13:01:32.342	2033721867  
Thu May 20 13:01:32.408	225789828   	Thu May 20 13:01:32.408	2033721867  
Thu May 20 13:01:32.475	225789828   	Thu May 20 13:01:32.475	2033721867  
Thu May 20 13:01:32.542	225789828   	Thu May 20 13:01:32.542	2033721867  
Thu May 20 13:01:32.608	225789828   	Thu May 20 13:01:32.608	2033721867  
Thu May 20 13:01:32.675	225789828   	Thu May 20 13:01:32.675	2033721867  
Thu May 20 13:01:32.742	225789828   	Thu May 20 13:01:32.742	2033721867  
Thu May 20 13:01:32.808	225789828   	Thu May 20 13:01:32.808	2033721867  
Thu May 20 13:01:32.875	225789828   	Thu May 20 13:01:32.875	2033721867  
Thu May 20 13:01:32.942	225789828   	Thu May 20 13:01:32.942	2033721867  
Thu May 20 13:01:33.008	225789828   	Thu May 20 13:01:33.008	2033721867  
Thu May 20 13:01:33.075	225789828   	Thu May 20 13:01:33.075	2033721867  
Thu May 20 13:01:33.142	225789828   	Thu May 20 13:01:33.142	2033721867  
Thu May 20 13:01:33.208	225789828   	Thu May 20 13:01:33.208	2033721867  
Thu May 20 13:01:33.275	225789828   	Thu May 20 13:01:33.275	2033721867  
Thu May 20 13:01:33.342	225789828   	Thu May 20 13:01:33.342	2033721867  
Thu May 20 13:01:33.408	225789828   	Thu May 20 13:01:33.408	2033721867  
Thu May 20 13:01:33.475	225789828   	Thu May 20 13:01:33.475	2033721867  
Thu May 20 13:01:33.542	225789828   	Thu May 20 13:01:33.542	2033721867  
Thu May 20 13:01:33.608	225789828   	Thu May 20 13:01:33.608	2033721867  
Thu May 20 13:01:33.675	225789828   	Thu May 20 13:01:33.675	2033721867  
Thu May 20 13:01:33.742	225789828   	Thu May 20 13:01:33.742	2033721867  
Thu May 20 13:01:33.809	225789828   	Thu May 20 13:01:33.809	2033721867  
Thu May 20 13:01:33.875	225789828   	Thu May 20 13:01:33.875	2033721867  
Thu May 20 13:01:33.942	225789828   	Thu May 20 13:01:33.942	2033721867  
Thu May 20 13:01:34.008	225789828   	Thu May 20 13:01:34.008	2033721867  
Thu May 20 13:01:34.075	225789828   	Thu May 20 13:01:34.075	2033721867  
Thu May 20 13:01:34.142	225789828   	Thu May 20 13:01:34.142	2033721867  
Thu May 20 13:01:34.209	225789828   	Thu May 20 13:01:34.209	2033721867  
Thu May 20 13:01:34.275	225789828   	Thu May 20 13:01:34.275	2033721867  
Thu May 20 13:01:34.342	225789828   	Thu May 20 13:01:34.342	2033721867  
Thu May 20 13:01:34.409	225789828   	Thu May 20 13:01:34.409	2033721867  
Thu May 20 13:01:34.475	225789828   	Thu May 20 13:01:34.475	2033721867  
Thu May 20 13:01:34.542	225789828   	Thu May 20 13:01:34.542	2033721867  
Thu May 20 13:01:34.609	225789828   	Thu May 20 13:01:34.609	2033721867  
Thu May 20 13:01:34.675	225789828   	Thu May 20 13:01:34.675	2033721867  
Thu May 20 13:01:34.742	225789828   	Thu May 20 13:01:34.742	2033721867  
Thu May 20 13:01:34.809	225789828   	Thu May 20 13:01:34.809	2033721867  
Thu May 20 13:01:34.875	225789828   	Thu May 20 13:01:34.875	2033721867  
Thu May 20 13:01:34.942	225789828   	Thu May 20 13:01:34.942	2033721867  
Thu May 20 13:01:35.009	225789828   	Thu May 20 13:01:35.009	2033721867  
Thu May 20 13:01:35.075	225789828   	Thu May 20 13:01:35.075	2033721867  
Thu May 20 13:01:35.142	225789828   	Thu May 20 13:01:35.142	2033721867  
Thu May 20 13:01:35.208	225789828   	Thu May 20 13:01:35.208	2033721867  
Thu May 20 13:01:35.275	225789828   	Thu May 20 13:01:35.275	2033721867  
Thu May 20 13:01:35.342	225789828   	Thu May 20 13:01:35.342	2033721867  
Thu May 20 13:01:35.409	225789828   	Thu May 20 13:01:35.409	2033721867  
Thu May 20 13:01:35.475	225789828   	Thu May 20 13:01:35.475	2033721867  
Thu May 20 13:01:35.542	225789828   	Thu May 20 13:01:35.542	2033721867  
Thu May 20 13:01:35.609	225789828   	Thu May 20 13:01:35.609	2033721867  
Thu May 20 13:01:35.675	225789828   	Thu May 20 13:01:35.675	2033721867  
Thu May 20 13:01:35.742	225789828   	Thu May 20 13:01:35.742	2033721867  
Thu May 20 13:01:35.809	225789828   	Thu May 20 13:01:35.809	2033721867  
Thu May 20 13:01:35.875	225789828   	Thu May 20 13:01:35.875	2033721867  
Thu May 20 13:01:35.942	225789828   	Thu May 20 13:01:35.942	2033721867  
Thu May 20 13:01:36.009	225789828   	Thu May 20 13:01:36.009	2033721867  
Thu May 20 13:01:36.075	225789828   	Thu May 20 13:01:36.075	2033721867  
Thu May 20 13:01:36.142	225789828   	Thu May 20 13:01:36.142	2033721867  
Thu May 20 13:01:36.209	225789828   	Thu May 20 13:01:36.209	2033721867  
Thu May 20 13:01:36.275	225789828   	Thu May 20 13:01:36.275	2033721867  
Thu May 20 13:01:36.342	225789828   	Thu May 20 13:01:36.342	2033721867  
Thu May 20 13:01:36.409	225789828   	Thu May 20 13:01:36.409	2033721867  
Thu May 20 13:01:36.475	225789828   	Thu May 20 13:01:36.475	2033721867  
Thu May 20 13:01:36.542	225789828   	Thu May 20 13:01:36.542	2033721867  
Thu May 20 13:01:36.608	225789828   	Thu May 20 13:01:36.608	2033721867  
Thu May 20 13:01:36.675	225789828   	Thu May 20 13:01:36.675	2033721867  
Thu May 20 13:01:36.742	225789828   	Thu May 20 13:01:36.742	2033721867  
Thu May 20 13:01:36.809	225789828   	Thu May 20 13:01:36.809	2033721867  
Thu May 20 13:01:36.875	225789828   	Thu May 20 13:01:36.875	2033721867  
Thu May 20 13:01:36.942	225789828   	Thu May 20 13:01:36.942	2033721867  
Thu May 20 13:01:37.009	225789828   	Thu May 20 13:01:37.009	2033721867  
Thu May 20 13:01:37.076	225789828   	Thu May 20 13:01:37.076	2033721867  
Thu May 20 13:01:37.142	225789828   	Thu May 20 13:01:37.142	2033721867  
Thu May 20 13:01:37.209	225789828   	Thu May 20 13:01:37.209	2033721867  
Thu May 20 13:01:37.275	225789828   	Thu May 20 13:01:37.275	2033721867  
Thu May 20 13:01:37.342	225789828   	Thu May 20 13:01:37.342	2033721867  
Thu May 20 13:01:37.409	225789828   	Thu May 20 13:01:37.409	2033721867  
Thu May 20 13:01:37.475	225789828   	Thu May 20 13:01:37.475	2033721867  
Thu May 20 13:01:37.542	225789828   	Thu May 20 13:01:37.542	2033721867  
Thu May 20 13:01:37.609	225789828   	Thu May 20 13:01:37.609	2033721867  
Thu May 20 13:01:37.675	225789828   	Thu May 20 13:01:37.675	2033721867  
Thu May 20 13:01:37.742	225789828   	Thu May 20 13:01:37.742	2033721867  
Thu May 20 13:01:37.809	225789828   	Thu May 20 13:01:37.809	2033721867  
Thu May 20 13:01:37.875	225789828   	Thu May 20 13:01:37.875	2033721867  
Thu May 20 13:01:37.942	225789828   	Thu May 20 13:01:37.942	2033721867  
Thu May 20 13:01:38.009	225789828   	Thu May 20 13:01:38.009	2033721867  
Thu May 20 13:01:38.075	225789828   	Thu May 20 13:01:38.075	2033721867  
Thu May 20 13:01:38.142	225789828   	Thu May 20 13:01:38.142	2033721867  
Thu May 20 13:01:38.209	225789828   	Thu May 20 13:01:38.209	2033721867  
Thu May 20 13:01:38.275	225789828   	Thu May 20 13:01:38.275	2033721867  
Thu May 20 13:01:38.342	225789828   	Thu May 20 13:01:38.342	2033721867  
Thu May 20 13:01:38.409	225789828   	Thu May 20 13:01:38.409	2033721867  
Thu May 20 13:01:38.476	225789828   	Thu May 20 13:01:38.476	2033721867  
Thu May 20 13:01:38.542	225789828   	Thu May 20 13:01:38.542	2033721867  
Thu May 20 13:01:38.609	225789828   	Thu May 20 13:01:38.609	2033721867  
Thu May 20 13:01:38.675	225789828   	Thu May 20 13:01:38.675	2033721867  
Thu May 20 13:01:38.742	225789828   	Thu May 20 13:01:38.742	2033721867  
Thu May 20 13:01:38.809	225789828   	Thu May 20 13:01:38.809	2033721867  
Thu May 20 13:01:38.875	225789828   	Thu May 20 13:01:38.875	2033721867  
Thu May 20 13:01:38.942	225789828   	Thu May 20 13:01:38.942	2033721867  
Thu May 20 13:01:39.009	225789828   	Thu May 20 13:01:39.009	2033721867  
Thu May 20 13:01:39.075	225789828   	Thu May 20 13:01:39.075	2033721867  
Thu May 20 13:01:39.142	225789828   	Thu May 20 13:01:39.142	2033721867  
Thu May 20 13:01:39.209	225789828   	Thu May 20 13:01:39.209	2033721867  
Thu May 20 13:01:39.275	225789828   	Thu May 20 13:01:39.275	2033721867  
Thu May 20 13:01:39.342	225789828   	Thu May 20 13:01:39.342	2033721867  
Thu May 20 13:01:39.409	225789828   	Thu May 20 13:01:39.409	2033721867  
Thu May 20 13:01:39.476	225789828   	Thu May 20 13:01:39.476	2033721867  
Thu May 20 13:01:39.542	225789828   	Thu May 20 13:01:39.542	2033721867  
Thu May 20 13:01:39.609	225789828   	Thu May 20 13:01:39.609	2033721867  
Thu May 20 13:01:39.675	225789828   	Thu May 20 13:01:39.675	2033721867  
Thu May 20 13:01:39.742	225789828   	Thu May 20 13:01:39.742	2033721867  
Thu May 20 13:01:39.809	225789828   	Thu May 20 13:01:39.809	2033721867  
Thu May 20 13:01:39.875	225789828   	Thu May 20 13:01:39.875	2033721867  
Thu May 20 13:01:39.942	225789828   	Thu May 20 13:01:39.942	2033721867  
Thu May 20 13:01:40.009	225789828   	Thu May 20 13:01:40.009	2033721867  
Thu May 20 13:01:40.076	225789828   	Thu May 20 13:01:40.076	2033721867  
Thu May 20 13:01:40.142	225789828   	Thu May 20 13:01:40.142	2033721867  
Thu May 20 13:01:40.209	225789828   	Thu May 20 13:01:40.209	2033721867  
Thu May 20 13:01:40.275	225789828   	Thu May 20 13:01:40.275	2033721867  
Thu May 20 13:01:40.342	225789828   	Thu May 20 13:01:40.342	2033721867  
Thu May 20 13:01:40.409	225789828   	Thu May 20 13:01:40.409	2033721867  
Thu May 20 13:01:40.475	225789828   	Thu May 20 13:01:40.475	2033721867  
Thu May 20 13:01:40.542	225789828   	Thu May 20 13:01:40.542	2033721867  
Thu May 20 13:01:40.609	225789828   	Thu May 20 13:01:40.609	2033721867  
Thu May 20 13:01:40.675	225789828   	Thu May 20 13:01:40.675	2033721867  
Thu May 20 13:01:40.742	225789828   	Thu May 20 13:01:40.742	2033721867  
Thu May 20 13:01:40.809	225789828   	Thu May 20 13:01:40.809	2033721867  
Thu May 20 13:01:40.875	225789828   	Thu May 20 13:01:40.875	2033721867  
Thu May 20 13:01:40.942	225789828   	Thu May 20 13:01:40.942	2033721867  
Thu May 20 13:01:41.009	225789828   	Thu May 20 13:01:41.009	2033721867  
Thu May 20 13:01:41.075	225789828   	Thu May 20 13:01:41.075	2033721867  
Thu May 20 13:01:41.142	225789828   	Thu May 20 13:01:41.142	2033721867  
Thu May 20 13:01:41.209	225789828   	Thu May 20 13:01:41.209	2033721867  
Thu May 20 13:01:41.275	225789828   	Thu May 20 13:01:41.275	2033721867  
Thu May 20 13:01:41.342	225789828   	Thu May 20 13:01:41.342	2033721867  
Thu May 20 13:01:41.409	225789828   	Thu May 20 13:01:41.409	2033721867  
Thu May 20 13:01:41.475	225789828   	Thu May 20 13:01:41.475	2033721867  
Thu May 20 13:01:41.542	225789828   	Thu May 20 13:01:41.542	2033721867  
Thu May 20 13:01:41.609	225789828   	Thu May 20 13:01:41.609	2033721867  
Thu May 20 13:01:41.676	225789828   	Thu May 20 13:01:41.676	2033721867  
Thu May 20 13:01:41.742	225789828   	Thu May 20 13:01:41.742	2033721867  
Thu May 20 13:01:41.809	225789828   	Thu May 20 13:01:41.809	2033721867  
Thu May 20 13:01:41.876	225789828   	Thu May 20 13:01:41.876	2033721867  
Thu May 20 13:01:41.942	225789828   	Thu May 20 13:01:41.942	2033721867  
Thu May 20 13:01:42.009	225789828   	Thu May 20 13:01:42.009	2033721867  
Thu May 20 13:01:42.075	225789828   	Thu May 20 13:01:42.075	2033721867  
Thu May 20 13:01:42.142	225789828   	Thu May 20 13:01:42.142	2033721867  
Thu May 20 13:01:42.209	225789828   	Thu May 20 13:01:42.209	2033721867  
Thu May 20 13:01:42.275	225789828   	Thu May 20 13:01:42.275	2033721867  
Thu May 20 13:01:42.343	225789828   	Thu May 20 13:01:42.343	2033721867  
Thu May 20 13:01:42.409	225789828   	Thu May 20 13:01:42.409	2033721867  
Thu May 20 13:01:42.476	225789828   	Thu May 20 13:01:42.476	2033721867  
Thu May 20 13:01:42.542	225789828   	Thu May 20 13:01:42.542	2033721867  
Thu May 20 13:01:42.609	225789828   	Thu May 20 13:01:42.609	2033721867  
Thu May 20 13:01:42.676	225789828   	Thu May 20 13:01:42.676	2033721867  
Thu May 20 13:01:42.742	225789828   	Thu May 20 13:01:42.742	2033721867  
Thu May 20 13:01:42.809	225789828   	Thu May 20 13:01:42.809	2033721867  
Thu May 20 13:01:42.876	225789828   	Thu May 20 13:01:42.876	2033721867  
Thu May 20 13:01:42.942	225789828   	Thu May 20 13:01:42.942	2033721867  
Thu May 20 13:01:43.009	225789828   	Thu May 20 13:01:43.009	2033721867  
Thu May 20 13:01:43.076	225789828   	Thu May 20 13:01:43.076	2033721867  
Thu May 20 13:01:43.145	225789828   	Thu May 20 13:01:43.145	2033721867  
Thu May 20 13:01:43.209	225789828   	Thu May 20 13:01:43.209	2033721867  
Thu May 20 13:01:43.275	225789828   	Thu May 20 13:01:43.275	2033721867  
Thu May 20 13:01:43.342	225789828   	Thu May 20 13:01:43.342	2033721867  
Thu May 20 13:01:43.409	225789828   	Thu May 20 13:01:43.409	2033721867  
Thu May 20 13:01:43.476	225789828   	Thu May 20 13:01:43.476	2033721867  
Thu May 20 13:01:43.542	225789828   	Thu May 20 13:01:43.542	2033721867  
Thu May 20 13:01:43.609	225789828   	Thu May 20 13:01:43.609	2033721867  
Thu May 20 13:01:43.675	225789828   	Thu May 20 13:01:43.675	2033721867  
Thu May 20 13:01:43.742	225789828   	Thu May 20 13:01:43.742	2033721867  
Thu May 20 13:01:43.809	225789828   	Thu May 20 13:01:43.809	2033721867  
Thu May 20 13:01:43.876	225789828   	Thu May 20 13:01:43.876	2033721867  
Thu May 20 13:01:43.942	225789828   	Thu May 20 13:01:43.942	2033721867  
Thu May 20 13:01:44.009	225789828   	Thu May 20 13:01:44.009	2033721867  
Thu May 20 13:01:44.076	225789828   	Thu May 20 13:01:44.076	2033721867  
Thu May 20 13:01:44.142	225789828   	Thu May 20 13:01:44.142	2033721867  
Thu May 20 13:01:44.209	225789828   	Thu May 20 13:01:44.209	2033721867  
Thu May 20 13:01:44.276	225789828   	Thu May 20 13:01:44.276	2033721867  
Thu May 20 13:01:44.342	225789828   	Thu May 20 13:01:44.342	2033721867  
Thu May 20 13:01:44.409	225789828   	Thu May 20 13:01:44.409	2033721867  
Thu May 20 13:01:44.476	225789828   	Thu May 20 13:01:44.476	2033721867  
Thu May 20 13:01:44.542	225789828   	Thu May 20 13:01:44.542	2033721867  
Thu May 20 13:01:44.609	225789828   	Thu May 20 13:01:44.609	2033721867  
Thu May 20 13:01:44.676	225789828   	Thu May 20 13:01:44.676	2033721867  
Thu May 20 13:01:44.742	225789828   	Thu May 20 13:01:44.742	2033721867  
Thu May 20 13:01:44.809	225789828   	Thu May 20 13:01:44.809	2033721867  
Thu May 20 13:01:44.876	225789828   	Thu May 20 13:01:44.876	2033721867  
Thu May 20 13:01:44.942	225789828   	Thu May 20 13:01:44.942	2033721867  
Thu May 20 13:01:45.009	225789828   	Thu May 20 13:01:45.009	2033721867  
Thu May 20 13:01:45.075	225789828   	Thu May 20 13:01:45.075	2033721867  
Thu May 20 13:01:45.142	225789828   	Thu May 20 13:01:45.142	2033721867  
Thu May 20 13:01:45.209	225789828   	Thu May 20 13:01:45.209	2033721867  
Thu May 20 13:01:45.276	225789828   	Thu May 20 13:01:45.276	2033721867  
Thu May 20 13:01:45.342	225789828   	Thu May 20 13:01:45.342	2033721867  
Thu May 20 13:01:45.409	225789828   	Thu May 20 13:01:45.409	2033721867  
Thu May 20 13:01:45.476	225789828   	Thu May 20 13:01:45.476	2033721867  
Thu May 20 13:01:45.543	225789828   	Thu May 20 13:01:45.543	2033721867  
Thu May 20 13:01:45.609	225789828   	Thu May 20 13:01:45.609	2033721867  
Thu May 20 13:01:45.676	225789828   	Thu May 20 13:01:45.676	2033721867  
Thu May 20 13:01:45.742	225789828   	Thu May 20 13:01:45.742	2033721867  
Thu May 20 13:01:45.809	225789828   	Thu May 20 13:01:45.809	2033721867  
Thu May 20 13:01:45.876	225789828   	Thu May 20 13:01:45.876	2033721867  
Thu May 20 13:01:45.942	225789828   	Thu May 20 13:01:45.942	2033721867  
Thu May 20 13:01:46.009	225789828   	Thu May 20 13:01:46.009	2033721867  
Thu May 20 13:01:46.076	225789828   	Thu May 20 13:01:46.076	2033721867  
Thu May 20 13:01:46.142	225789828   	Thu May 20 13:01:46.142	2033721867  
Thu May 20 13:01:46.209	225789828   	Thu May 20 13:01:46.209	2033721867  
Thu May 20 13:01:46.276	225789828   	Thu May 20 13:01:46.276	2033721867  
Thu May 20 13:01:46.343	225789828   	Thu May 20 13:01:46.343	2033721867  
Thu May 20 13:01:46.409	225789828   	Thu May 20 13:01:46.409	2033721867  
Thu May 20 13:01:46.476	225789828   	Thu May 20 13:01:46.476	2033721867  
Thu May 20 13:01:46.542	225789828   	Thu May 20 13:01:46.542	2033721867  
Thu May 20 13:01:46.609	225789828   	Thu May 20 13:01:46.609	2033721867  
Thu May 20 13:01:46.676	225789828   	Thu May 20 13:01:46.676	2033721867  
Thu May 20 13:01:46.742	225789828   	Thu May 20 13:01:46.742	2033721867  
Thu May 20 13:01:46.809	225789828   	Thu May 20 13:01:46.809	2033721867  
