	Lumberjack Read Data List          Thu   20-MAY-21 22:46:47

	Engineering units
	X = TIME  Lumberjack format

	T1 = 20-MAY-2021 13:00:18.000	T2 = 20-MAY-2021 13:15:18.000

	 Trace 1				 Trace 2
       13500 points			        13500 points
    N:ISRCNT08 cnt    NML3  		     N;ISRCNT10 cnt    NML3  

       Time    	    Y1  	        Time    	    Y2
Thu May 20 13:06:35.154	225814728   	Thu May 20 13:06:35.154	2033751934  
Thu May 20 13:06:35.221	225814751   	Thu May 20 13:06:35.221	2033751953  
Thu May 20 13:06:35.288	225814766   	Thu May 20 13:06:35.288	2033751969  
Thu May 20 13:06:35.354	225814785   	Thu May 20 13:06:35.354	2033751990  
Thu May 20 13:06:35.421	225814806   	Thu May 20 13:06:35.421	2033752009  
Thu May 20 13:06:35.487	225814823   	Thu May 20 13:06:35.487	2033752025  
Thu May 20 13:06:35.554	225814844   	Thu May 20 13:06:35.554	2033752044  
Thu May 20 13:06:35.621	225814859   	Thu May 20 13:06:35.621	2033752071  
Thu May 20 13:06:35.688	225814887   	Thu May 20 13:06:35.688	2033752091  
Thu May 20 13:06:35.754	225814910   	Thu May 20 13:06:35.754	2033752108  
Thu May 20 13:06:35.821	225814929   	Thu May 20 13:06:35.821	2033752127  
Thu May 20 13:06:35.888	225814954   	Thu May 20 13:06:35.888	2033752137  
Thu May 20 13:06:35.954	225814974   	Thu May 20 13:06:35.954	2033752164  
Thu May 20 13:06:36.021	225815001   	Thu May 20 13:06:36.021	2033752176  
Thu May 20 13:06:36.088	225815017   	Thu May 20 13:06:36.088	2033752193  
Thu May 20 13:06:36.154	225815033   	Thu May 20 13:06:36.154	2033752212  
Thu May 20 13:06:36.221	225815061   	Thu May 20 13:06:36.221	2033752233  
Thu May 20 13:06:36.288	225815083   	Thu May 20 13:06:36.288	2033752251  
Thu May 20 13:06:36.354	225815107   	Thu May 20 13:06:36.354	2033752259  
Thu May 20 13:06:36.421	225815127   	Thu May 20 13:06:36.421	2033752275  
Thu May 20 13:06:36.488	225815146   	Thu May 20 13:06:36.488	2033752295  
Thu May 20 13:06:36.554	225815169   	Thu May 20 13:06:36.554	2033752313  
Thu May 20 13:06:36.621	225815187   	Thu May 20 13:06:36.621	2033752326  
Thu May 20 13:06:36.687	225815205   	Thu May 20 13:06:36.687	2033752344  
Thu May 20 13:06:36.754	225815230   	Thu May 20 13:06:36.754	2033752360  
Thu May 20 13:06:36.821	225815250   	Thu May 20 13:06:36.821	2033752377  
Thu May 20 13:06:36.888	225815267   	Thu May 20 13:06:36.888	2033752400  
Thu May 20 13:06:36.954	225815295   	Thu May 20 13:06:36.954	2033752425  
Thu May 20 13:06:37.021	225815310   	Thu May 20 13:06:37.021	2033752431  
Thu May 20 13:06:37.088	225815344   	Thu May 20 13:06:37.088	2033752451  
Thu May 20 13:06:37.154	225815363   	Thu May 20 13:06:37.154	2033752471  
Thu May 20 13:06:37.221	225815387   	Thu May 20 13:06:37.221	2033752495  
Thu May 20 13:06:37.288	225815408   	Thu May 20 13:06:37.288	2033752521  
Thu May 20 13:06:37.354	225815428   	Thu May 20 13:06:37.354	2033752548  
Thu May 20 13:06:37.421	225815455   	Thu May 20 13:06:37.421	2033752565  
Thu May 20 13:06:37.488	225815480   	Thu May 20 13:06:37.488	2033752580  
Thu May 20 13:06:37.554	225815498   	Thu May 20 13:06:37.554	2033752602  
Thu May 20 13:06:37.621	225815518   	Thu May 20 13:06:37.621	2033752614  
Thu May 20 13:06:37.688	225815537   	Thu May 20 13:06:37.688	2033752629  
Thu May 20 13:06:37.754	225815559   	Thu May 20 13:06:37.754	2033752652  
Thu May 20 13:06:37.821	225815581   	Thu May 20 13:06:37.821	2033752671  
Thu May 20 13:06:37.887	225815605   	Thu May 20 13:06:37.887	2033752688  
Thu May 20 13:06:37.954	225815630   	Thu May 20 13:06:37.954	2033752700  
Thu May 20 13:06:38.021	225815647   	Thu May 20 13:06:38.021	2033752720  
Thu May 20 13:06:38.088	225815663   	Thu May 20 13:06:38.088	2033752732  
Thu May 20 13:06:38.154	225815681   	Thu May 20 13:06:38.154	2033752755  
Thu May 20 13:06:38.221	225815702   	Thu May 20 13:06:38.221	2033752776  
Thu May 20 13:06:38.288	225815723   	Thu May 20 13:06:38.288	2033752797  
Thu May 20 13:06:38.354	225815747   	Thu May 20 13:06:38.354	2033752815  
Thu May 20 13:06:38.421	225815770   	Thu May 20 13:06:38.421	2033752831  
Thu May 20 13:06:38.488	225815794   	Thu May 20 13:06:38.488	2033752842  
Thu May 20 13:06:38.554	225815810   	Thu May 20 13:06:38.554	2033752861  
Thu May 20 13:06:38.621	225815836   	Thu May 20 13:06:38.621	2033752882  
Thu May 20 13:06:38.688	225815856   	Thu May 20 13:06:38.688	2033752902  
Thu May 20 13:06:38.755	225815881   	Thu May 20 13:06:38.755	2033752918  
Thu May 20 13:06:38.821	225815904   	Thu May 20 13:06:38.821	2033752934  
Thu May 20 13:06:38.888	225815921   	Thu May 20 13:06:38.888	2033752953  
Thu May 20 13:06:38.954	225815946   	Thu May 20 13:06:38.954	2033752965  
Thu May 20 13:06:39.021	225815961   	Thu May 20 13:06:39.021	2033752982  
Thu May 20 13:06:39.087	225815986   	Thu May 20 13:06:39.087	2033753002  
Thu May 20 13:06:39.154	225816010   	Thu May 20 13:06:39.154	2033753021  
Thu May 20 13:06:39.221	225816031   	Thu May 20 13:06:39.221	2033753046  
Thu May 20 13:06:39.288	225816055   	Thu May 20 13:06:39.288	2033753064  
Thu May 20 13:06:39.355	225816081   	Thu May 20 13:06:39.355	2033753081  
Thu May 20 13:06:39.421	225816098   	Thu May 20 13:06:39.421	2033753101  
Thu May 20 13:06:39.488	225816119   	Thu May 20 13:06:39.488	2033753121  
Thu May 20 13:06:39.555	225816141   	Thu May 20 13:06:39.555	2033753142  
Thu May 20 13:06:39.621	225816163   	Thu May 20 13:06:39.621	2033753160  
Thu May 20 13:06:39.688	225816188   	Thu May 20 13:06:39.688	2033753181  
Thu May 20 13:06:39.754	225816215   	Thu May 20 13:06:39.754	2033753208  
Thu May 20 13:06:39.821	225816231   	Thu May 20 13:06:39.821	2033753223  
Thu May 20 13:06:39.888	225816255   	Thu May 20 13:06:39.888	2033753235  
Thu May 20 13:06:39.955	225816275   	Thu May 20 13:06:39.955	2033753268  
Thu May 20 13:06:40.021	225816300   	Thu May 20 13:06:40.021	2033753287  
Thu May 20 13:06:40.088	225816321   	Thu May 20 13:06:40.088	2033753307  
Thu May 20 13:06:40.155	225816347   	Thu May 20 13:06:40.155	2033753323  
Thu May 20 13:06:40.221	225816361   	Thu May 20 13:06:40.221	2033753341  
Thu May 20 13:06:40.288	225816386   	Thu May 20 13:06:40.288	2033753357  
Thu May 20 13:06:40.355	225816399   	Thu May 20 13:06:40.355	2033753373  
Thu May 20 13:06:40.421	225816416   	Thu May 20 13:06:40.421	2033753396  
Thu May 20 13:06:40.488	225816441   	Thu May 20 13:06:40.488	2033753414  
Thu May 20 13:06:40.554	225816466   	Thu May 20 13:06:40.554	2033753436  
Thu May 20 13:06:40.621	225816489   	Thu May 20 13:06:40.621	2033753452  
Thu May 20 13:06:40.688	225816510   	Thu May 20 13:06:40.688	2033753471  
Thu May 20 13:06:40.754	225816533   	Thu May 20 13:06:40.754	2033753493  
Thu May 20 13:06:40.821	225816560   	Thu May 20 13:06:40.821	2033753513  
Thu May 20 13:06:40.888	225816584   	Thu May 20 13:06:40.888	2033753524  
Thu May 20 13:06:40.955	225816610   	Thu May 20 13:06:40.955	2033753544  
Thu May 20 13:06:41.021	225816632   	Thu May 20 13:06:41.021	2033753569  
Thu May 20 13:06:41.088	225816661   	Thu May 20 13:06:41.088	2033753588  
Thu May 20 13:06:41.155	225816688   	Thu May 20 13:06:41.155	2033753602  
Thu May 20 13:06:41.221	225816714   	Thu May 20 13:06:41.221	2033753619  
Thu May 20 13:06:41.288	225816727   	Thu May 20 13:06:41.288	2033753639  
Thu May 20 13:06:41.355	225816743   	Thu May 20 13:06:41.355	2033753656  
Thu May 20 13:06:41.421	225816763   	Thu May 20 13:06:41.421	2033753681  
Thu May 20 13:06:41.488	225816782   	Thu May 20 13:06:41.488	2033753695  
Thu May 20 13:06:41.555	225816807   	Thu May 20 13:06:41.555	2033753713  
Thu May 20 13:06:41.621	225816829   	Thu May 20 13:06:41.621	2033753726  
Thu May 20 13:06:41.688	225816851   	Thu May 20 13:06:41.688	2033753739  
Thu May 20 13:06:41.755	225816877   	Thu May 20 13:06:41.755	2033753760  
Thu May 20 13:06:41.821	225816901   	Thu May 20 13:06:41.821	2033753790  
Thu May 20 13:06:41.888	225816936   	Thu May 20 13:06:41.888	2033753808  
Thu May 20 13:06:41.955	225816955   	Thu May 20 13:06:41.955	2033753826  
Thu May 20 13:06:42.021	225816985   	Thu May 20 13:06:42.021	2033753848  
Thu May 20 13:06:42.088	225817003   	Thu May 20 13:06:42.088	2033753868  
Thu May 20 13:06:42.154	225817029   	Thu May 20 13:06:42.154	2033753886  
Thu May 20 13:06:42.221	225817049   	Thu May 20 13:06:42.221	2033753908  
Thu May 20 13:06:42.288	225817066   	Thu May 20 13:06:42.288	2033753932  
Thu May 20 13:06:42.355	225817089   	Thu May 20 13:06:42.355	2033753945  
Thu May 20 13:06:42.421	225817111   	Thu May 20 13:06:42.421	2033753965  
Thu May 20 13:06:42.488	225817135   	Thu May 20 13:06:42.488	2033753983  
Thu May 20 13:06:42.554	225817162   	Thu May 20 13:06:42.554	2033753995  
Thu May 20 13:06:42.621	225817182   	Thu May 20 13:06:42.621	2033754016  
Thu May 20 13:06:42.688	225817203   	Thu May 20 13:06:42.688	2033754029  
Thu May 20 13:06:42.755	225817228   	Thu May 20 13:06:42.755	2033754045  
Thu May 20 13:06:42.821	225817247   	Thu May 20 13:06:42.821	2033754061  
Thu May 20 13:06:42.888	225817265   	Thu May 20 13:06:42.888	2033754091  
Thu May 20 13:06:42.954	225817283   	Thu May 20 13:06:42.954	2033754114  
Thu May 20 13:06:43.021	225817295   	Thu May 20 13:06:43.021	2033754138  
Thu May 20 13:06:43.088	225817317   	Thu May 20 13:06:43.088	2033754158  
Thu May 20 13:06:43.155	225817340   	Thu May 20 13:06:43.155	2033754183  
Thu May 20 13:06:43.221	225817367   	Thu May 20 13:06:43.221	2033754213  
Thu May 20 13:06:43.288	225817392   	Thu May 20 13:06:43.288	2033754232  
Thu May 20 13:06:43.355	225817412   	Thu May 20 13:06:43.355	2033754250  
Thu May 20 13:06:43.421	225817432   	Thu May 20 13:06:43.421	2033754272  
Thu May 20 13:06:43.488	225817449   	Thu May 20 13:06:43.488	2033754285  
Thu May 20 13:06:43.554	225817463   	Thu May 20 13:06:43.554	2033754305  
Thu May 20 13:06:43.621	225817490   	Thu May 20 13:06:43.621	2033754328  
Thu May 20 13:06:43.688	225817516   	Thu May 20 13:06:43.688	2033754354  
Thu May 20 13:06:43.754	225817543   	Thu May 20 13:06:43.754	2033754372  
Thu May 20 13:06:43.821	225817557   	Thu May 20 13:06:43.821	2033754385  
Thu May 20 13:06:43.888	225817576   	Thu May 20 13:06:43.888	2033754408  
Thu May 20 13:06:43.955	225817589   	Thu May 20 13:06:43.955	2033754427  
Thu May 20 13:06:44.021	225817605   	Thu May 20 13:06:44.021	2033754446  
Thu May 20 13:06:44.088	225817633   	Thu May 20 13:06:44.088	2033754466  
Thu May 20 13:06:44.155	225817666   	Thu May 20 13:06:44.155	2033754481  
Thu May 20 13:06:44.221	225817688   	Thu May 20 13:06:44.221	2033754489  
Thu May 20 13:06:44.288	225817710   	Thu May 20 13:06:44.288	2033754507  
Thu May 20 13:06:44.355	225817726   	Thu May 20 13:06:44.355	2033754532  
Thu May 20 13:06:44.421	225817751   	Thu May 20 13:06:44.421	2033754558  
Thu May 20 13:06:44.488	225817774   	Thu May 20 13:06:44.488	2033754576  
Thu May 20 13:06:44.554	225817794   	Thu May 20 13:06:44.554	2033754599  
Thu May 20 13:06:44.621	225817809   	Thu May 20 13:06:44.621	2033754618  
Thu May 20 13:06:44.688	225817839   	Thu May 20 13:06:44.688	2033754644  
Thu May 20 13:06:44.755	225817864   	Thu May 20 13:06:44.755	2033754669  
Thu May 20 13:06:44.821	225817885   	Thu May 20 13:06:44.821	2033754685  
Thu May 20 13:06:44.888	225817910   	Thu May 20 13:06:44.888	2033754697  
Thu May 20 13:06:44.955	225817938   	Thu May 20 13:06:44.955	2033754723  
Thu May 20 13:06:45.021	225817965   	Thu May 20 13:06:45.021	2033754748  
Thu May 20 13:06:45.088	225817987   	Thu May 20 13:06:45.088	2033754773  
Thu May 20 13:06:45.155	225818018   	Thu May 20 13:06:45.155	2033754793  
Thu May 20 13:06:45.221	225818037   	Thu May 20 13:06:45.221	2033754813  
Thu May 20 13:06:45.288	225818059   	Thu May 20 13:06:45.288	2033754829  
Thu May 20 13:06:45.355	225818082   	Thu May 20 13:06:45.355	2033754847  
Thu May 20 13:06:45.421	225818112   	Thu May 20 13:06:45.421	2033754871  
Thu May 20 13:06:45.488	225818138   	Thu May 20 13:06:45.488	2033754893  
Thu May 20 13:06:45.555	225818168   	Thu May 20 13:06:45.555	2033754914  
Thu May 20 13:06:45.621	225818190   	Thu May 20 13:06:45.621	2033754940  
Thu May 20 13:06:45.688	225818213   	Thu May 20 13:06:45.688	2033754960  
Thu May 20 13:06:45.755	225818238   	Thu May 20 13:06:45.755	2033754982  
Thu May 20 13:06:45.821	225818261   	Thu May 20 13:06:45.821	2033755009  
Thu May 20 13:06:45.888	225818287   	Thu May 20 13:06:45.888	2033755028  
Thu May 20 13:06:45.955	225818310   	Thu May 20 13:06:45.955	2033755047  
Thu May 20 13:06:46.021	225818327   	Thu May 20 13:06:46.021	2033755065  
Thu May 20 13:06:46.088	225818342   	Thu May 20 13:06:46.088	2033755092  
Thu May 20 13:06:46.155	225818367   	Thu May 20 13:06:46.155	2033755117  
Thu May 20 13:06:46.222	225818386   	Thu May 20 13:06:46.222	2033755142  
Thu May 20 13:06:46.288	225818413   	Thu May 20 13:06:46.288	2033755155  
Thu May 20 13:06:46.355	225818434   	Thu May 20 13:06:46.355	2033755173  
Thu May 20 13:06:46.421	225818457   	Thu May 20 13:06:46.421	2033755186  
Thu May 20 13:06:46.488	225818479   	Thu May 20 13:06:46.488	2033755214  
Thu May 20 13:06:46.555	225818504   	Thu May 20 13:06:46.555	2033755239  
Thu May 20 13:06:46.621	225818531   	Thu May 20 13:06:46.621	2033755263  
Thu May 20 13:06:46.688	225818552   	Thu May 20 13:06:46.688	2033755278  
Thu May 20 13:06:46.755	225818574   	Thu May 20 13:06:46.755	2033755300  
Thu May 20 13:06:46.821	225818595   	Thu May 20 13:06:46.821	2033755322  
Thu May 20 13:06:46.888	225818623   	Thu May 20 13:06:46.888	2033755342  
Thu May 20 13:06:46.955	225818637   	Thu May 20 13:06:46.955	2033755362  
Thu May 20 13:06:47.022	225818662   	Thu May 20 13:06:47.022	2033755386  
Thu May 20 13:06:47.088	225818692   	Thu May 20 13:06:47.088	2033755413  
Thu May 20 13:06:47.155	225818719   	Thu May 20 13:06:47.155	2033755436  
Thu May 20 13:06:47.221	225818736   	Thu May 20 13:06:47.221	2033755458  
Thu May 20 13:06:47.288	225818758   	Thu May 20 13:06:47.288	2033755473  
Thu May 20 13:06:47.354	225818778   	Thu May 20 13:06:47.354	2033755493  
Thu May 20 13:06:47.422	225818795   	Thu May 20 13:06:47.422	2033755510  
Thu May 20 13:06:47.488	225818820   	Thu May 20 13:06:47.488	2033755526  
Thu May 20 13:06:47.555	225818845   	Thu May 20 13:06:47.555	2033755548  
Thu May 20 13:06:47.621	225818862   	Thu May 20 13:06:47.621	2033755567  
Thu May 20 13:06:47.688	225818883   	Thu May 20 13:06:47.688	2033755585  
Thu May 20 13:06:47.755	225818899   	Thu May 20 13:06:47.755	2033755609  
Thu May 20 13:06:47.821	225818919   	Thu May 20 13:06:47.821	2033755627  
Thu May 20 13:06:47.888	225818935   	Thu May 20 13:06:47.888	2033755639  
Thu May 20 13:06:47.955	225818953   	Thu May 20 13:06:47.955	2033755658  
Thu May 20 13:06:48.022	225818974   	Thu May 20 13:06:48.022	2033755676  
Thu May 20 13:06:48.088	225818993   	Thu May 20 13:06:48.088	2033755696  
Thu May 20 13:06:48.155	225819009   	Thu May 20 13:06:48.155	2033755714  
Thu May 20 13:06:48.222	225819024   	Thu May 20 13:06:48.222	2033755736  
Thu May 20 13:06:48.288	225819053   	Thu May 20 13:06:48.288	2033755753  
Thu May 20 13:06:48.355	225819073   	Thu May 20 13:06:48.355	2033755772  
Thu May 20 13:06:48.421	225819100   	Thu May 20 13:06:48.421	2033755790  
Thu May 20 13:06:48.488	225819114   	Thu May 20 13:06:48.488	2033755810  
Thu May 20 13:06:48.555	225819142   	Thu May 20 13:06:48.555	2033755832  
Thu May 20 13:06:48.621	225819171   	Thu May 20 13:06:48.621	2033755848  
Thu May 20 13:06:48.688	225819196   	Thu May 20 13:06:48.688	2033755863  
Thu May 20 13:06:48.755	225819216   	Thu May 20 13:06:48.755	2033755881  
Thu May 20 13:06:48.821	225819244   	Thu May 20 13:06:48.821	2033755897  
Thu May 20 13:06:48.888	225819269   	Thu May 20 13:06:48.888	2033755915  
Thu May 20 13:06:48.955	225819288   	Thu May 20 13:06:48.955	2033755936  
Thu May 20 13:06:49.021	225819313   	Thu May 20 13:06:49.021	2033755950  
Thu May 20 13:06:49.088	225819338   	Thu May 20 13:06:49.088	2033755962  
Thu May 20 13:06:49.155	225819366   	Thu May 20 13:06:49.155	2033755983  
Thu May 20 13:06:49.222	225819390   	Thu May 20 13:06:49.222	2033755997  
Thu May 20 13:06:49.288	225819404   	Thu May 20 13:06:49.288	2033756016  
Thu May 20 13:06:49.355	225819419   	Thu May 20 13:06:49.355	2033756041  
Thu May 20 13:06:49.422	225819440   	Thu May 20 13:06:49.422	2033756060  
Thu May 20 13:06:49.488	225819458   	Thu May 20 13:06:49.488	2033756074  
Thu May 20 13:06:49.555	225819470   	Thu May 20 13:06:49.555	2033756091  
Thu May 20 13:06:49.621	225819489   	Thu May 20 13:06:49.621	2033756104  
Thu May 20 13:06:49.688	225819516   	Thu May 20 13:06:49.688	2033756121  
Thu May 20 13:06:49.755	225819533   	Thu May 20 13:06:49.755	2033756137  
Thu May 20 13:06:49.821	225819561   	Thu May 20 13:06:49.821	2033756158  
Thu May 20 13:06:49.888	225819575   	Thu May 20 13:06:49.888	2033756171  
Thu May 20 13:06:49.955	225819601   	Thu May 20 13:06:49.955	2033756189  
Thu May 20 13:06:50.021	225819623   	Thu May 20 13:06:50.021	2033756207  
Thu May 20 13:06:50.088	225819640   	Thu May 20 13:06:50.088	2033756224  
Thu May 20 13:06:50.155	225819660   	Thu May 20 13:06:50.155	2033756241  
Thu May 20 13:06:50.222	225819673   	Thu May 20 13:06:50.222	2033756259  
Thu May 20 13:06:50.288	225819695   	Thu May 20 13:06:50.288	2033756271  
Thu May 20 13:06:50.355	225819721   	Thu May 20 13:06:50.355	2033756295  
Thu May 20 13:06:50.421	225819742   	Thu May 20 13:06:50.421	2033756321  
Thu May 20 13:06:50.488	225819759   	Thu May 20 13:06:50.488	2033756338  
Thu May 20 13:06:50.555	225819780   	Thu May 20 13:06:50.555	2033756362  
Thu May 20 13:06:50.621	225819815   	Thu May 20 13:06:50.621	2033756380  
Thu May 20 13:06:50.688	225819833   	Thu May 20 13:06:50.688	2033756393  
Thu May 20 13:06:50.755	225819852   	Thu May 20 13:06:50.755	2033756418  
Thu May 20 13:06:50.821	225819876   	Thu May 20 13:06:50.821	2033756435  
Thu May 20 13:06:50.888	225819899   	Thu May 20 13:06:50.888	2033756457  
Thu May 20 13:06:50.955	225819917   	Thu May 20 13:06:50.955	2033756479  
Thu May 20 13:06:51.021	225819938   	Thu May 20 13:06:51.021	2033756499  
Thu May 20 13:06:51.088	225819957   	Thu May 20 13:06:51.088	2033756515  
Thu May 20 13:06:51.155	225819968   	Thu May 20 13:06:51.155	2033756534  
Thu May 20 13:06:51.222	225819998   	Thu May 20 13:06:51.222	2033756553  
Thu May 20 13:06:51.288	225820018   	Thu May 20 13:06:51.288	2033756574  
Thu May 20 13:06:51.355	225820038   	Thu May 20 13:06:51.355	2033756600  
Thu May 20 13:06:51.422	225820052   	Thu May 20 13:06:51.422	2033756624  
Thu May 20 13:06:51.488	225820072   	Thu May 20 13:06:51.488	2033756646  
Thu May 20 13:06:51.555	225820096   	Thu May 20 13:06:51.555	2033756663  
Thu May 20 13:06:51.621	225820125   	Thu May 20 13:06:51.621	2033756678  
Thu May 20 13:06:51.688	225820153   	Thu May 20 13:06:51.688	2033756695  
Thu May 20 13:06:51.755	225820171   	Thu May 20 13:06:51.755	2033756713  
Thu May 20 13:06:51.822	225820193   	Thu May 20 13:06:51.822	2033756719  
Thu May 20 13:06:51.888	225820219   	Thu May 20 13:06:51.888	2033756744  
Thu May 20 13:06:51.955	225820241   	Thu May 20 13:06:51.955	2033756769  
Thu May 20 13:06:52.022	225820267   	Thu May 20 13:06:52.022	2033756788  
Thu May 20 13:06:52.088	225820296   	Thu May 20 13:06:52.088	2033756809  
Thu May 20 13:06:52.155	225820316   	Thu May 20 13:06:52.155	2033756833  
Thu May 20 13:06:52.222	225820335   	Thu May 20 13:06:52.222	2033756845  
Thu May 20 13:06:52.288	225820349   	Thu May 20 13:06:52.288	2033756875  
Thu May 20 13:06:52.355	225820366   	Thu May 20 13:06:52.355	2033756895  
Thu May 20 13:06:52.422	225820393   	Thu May 20 13:06:52.422	2033756913  
Thu May 20 13:06:52.488	225820413   	Thu May 20 13:06:52.488	2033756924  
Thu May 20 13:06:52.555	225820435   	Thu May 20 13:06:52.555	2033756936  
Thu May 20 13:06:52.621	225820457   	Thu May 20 13:06:52.621	2033756957  
Thu May 20 13:06:52.688	225820483   	Thu May 20 13:06:52.688	2033756975  
Thu May 20 13:06:52.755	225820512   	Thu May 20 13:06:52.755	2033756997  
Thu May 20 13:06:52.822	225820539   	Thu May 20 13:06:52.822	2033757017  
Thu May 20 13:06:52.888	225820564   	Thu May 20 13:06:52.888	2033757038  
Thu May 20 13:06:52.955	225820589   	Thu May 20 13:06:52.955	2033757063  
Thu May 20 13:06:53.022	225820617   	Thu May 20 13:06:53.022	2033757094  
Thu May 20 13:06:53.088	225820645   	Thu May 20 13:06:53.088	2033757123  
Thu May 20 13:06:53.155	225820667   	Thu May 20 13:06:53.155	2033757142  
Thu May 20 13:06:53.222	225820691   	Thu May 20 13:06:53.222	2033757167  
Thu May 20 13:06:53.288	225820710   	Thu May 20 13:06:53.288	2033757193  
Thu May 20 13:06:53.355	225820721   	Thu May 20 13:06:53.355	2033757211  
Thu May 20 13:06:53.422	225820744   	Thu May 20 13:06:53.422	2033757225  
Thu May 20 13:06:53.488	225820764   	Thu May 20 13:06:53.488	2033757241  
Thu May 20 13:06:53.555	225820779   	Thu May 20 13:06:53.555	2033757266  
Thu May 20 13:06:53.621	225820802   	Thu May 20 13:06:53.621	2033757275  
Thu May 20 13:06:53.688	225820821   	Thu May 20 13:06:53.688	2033757294  
Thu May 20 13:06:53.755	225820852   	Thu May 20 13:06:53.755	2033757316  
Thu May 20 13:06:53.822	225820875   	Thu May 20 13:06:53.822	2033757336  
Thu May 20 13:06:53.888	225820904   	Thu May 20 13:06:53.888	2033757363  
Thu May 20 13:06:53.955	225820941   	Thu May 20 13:06:53.955	2033757381  
Thu May 20 13:06:54.022	225820967   	Thu May 20 13:06:54.022	2033757405  
Thu May 20 13:06:54.088	225820990   	Thu May 20 13:06:54.088	2033757429  
Thu May 20 13:06:54.155	225821013   	Thu May 20 13:06:54.155	2033757444  
Thu May 20 13:06:54.222	225821034   	Thu May 20 13:06:54.222	2033757460  
Thu May 20 13:06:54.288	225821056   	Thu May 20 13:06:54.288	2033757481  
Thu May 20 13:06:54.355	225821074   	Thu May 20 13:06:54.355	2033757501  
Thu May 20 13:06:54.422	225821099   	Thu May 20 13:06:54.422	2033757522  
Thu May 20 13:06:54.488	225821118   	Thu May 20 13:06:54.488	2033757542  
Thu May 20 13:06:54.555	225821145   	Thu May 20 13:06:54.555	2033757565  
Thu May 20 13:06:54.622	225821166   	Thu May 20 13:06:54.622	2033757586  
Thu May 20 13:06:54.688	225821190   	Thu May 20 13:06:54.688	2033757608  
Thu May 20 13:06:54.755	225821213   	Thu May 20 13:06:54.755	2033757625  
Thu May 20 13:06:54.822	225821240   	Thu May 20 13:06:54.822	2033757643  
Thu May 20 13:06:54.888	225821259   	Thu May 20 13:06:54.888	2033757661  
Thu May 20 13:06:54.955	225821280   	Thu May 20 13:06:54.955	2033757677  
Thu May 20 13:06:55.022	225821302   	Thu May 20 13:06:55.022	2033757696  
Thu May 20 13:06:55.088	225821324   	Thu May 20 13:06:55.088	2033757714  
Thu May 20 13:06:55.155	225821344   	Thu May 20 13:06:55.155	2033757732  
Thu May 20 13:06:55.222	225821371   	Thu May 20 13:06:55.222	2033757751  
Thu May 20 13:06:55.288	225821397   	Thu May 20 13:06:55.288	2033757770  
Thu May 20 13:06:55.355	225821422   	Thu May 20 13:06:55.355	2033757787  
Thu May 20 13:06:55.422	225821437   	Thu May 20 13:06:55.422	2033757803  
Thu May 20 13:06:55.489	225821458   	Thu May 20 13:06:55.489	2033757819  
Thu May 20 13:06:55.555	225821487   	Thu May 20 13:06:55.555	2033757829  
Thu May 20 13:06:55.622	225821505   	Thu May 20 13:06:55.622	2033757850  
Thu May 20 13:06:55.688	225821533   	Thu May 20 13:06:55.688	2033757867  
Thu May 20 13:06:55.755	225821554   	Thu May 20 13:06:55.755	2033757888  
Thu May 20 13:06:55.822	225821578   	Thu May 20 13:06:55.822	2033757907  
Thu May 20 13:06:55.888	225821596   	Thu May 20 13:06:55.888	2033757926  
Thu May 20 13:06:55.955	225821616   	Thu May 20 13:06:55.955	2033757943  
Thu May 20 13:06:56.022	225821642   	Thu May 20 13:06:56.022	2033757961  
Thu May 20 13:06:56.088	225821668   	Thu May 20 13:06:56.088	2033757978  
Thu May 20 13:06:56.155	225821688   	Thu May 20 13:06:56.155	2033758000  
Thu May 20 13:06:56.222	225821705   	Thu May 20 13:06:56.222	2033758018  
Thu May 20 13:06:56.289	225821728   	Thu May 20 13:06:56.289	2033758028  
Thu May 20 13:06:56.355	225821757   	Thu May 20 13:06:56.355	2033758050  
Thu May 20 13:06:56.422	225821786   	Thu May 20 13:06:56.422	2033758064  
Thu May 20 13:06:56.489	225821804   	Thu May 20 13:06:56.489	2033758090  
Thu May 20 13:06:56.555	225821826   	Thu May 20 13:06:56.555	2033758107  
Thu May 20 13:06:56.621	225821858   	Thu May 20 13:06:56.621	2033758123  
Thu May 20 13:06:56.688	225821881   	Thu May 20 13:06:56.688	2033758145  
Thu May 20 13:06:56.755	225821918   	Thu May 20 13:06:56.755	2033758167  
Thu May 20 13:06:56.822	225821943   	Thu May 20 13:06:56.822	2033758188  
Thu May 20 13:06:56.889	225821958   	Thu May 20 13:06:56.889	2033758209  
Thu May 20 13:06:56.955	225821977   	Thu May 20 13:06:56.955	2033758236  
Thu May 20 13:06:57.022	225822002   	Thu May 20 13:06:57.022	2033758259  
Thu May 20 13:06:57.088	225822036   	Thu May 20 13:06:57.088	2033758270  
Thu May 20 13:06:57.155	225822058   	Thu May 20 13:06:57.155	2033758285  
Thu May 20 13:06:57.222	225822073   	Thu May 20 13:06:57.222	2033758305  
Thu May 20 13:06:57.288	225822096   	Thu May 20 13:06:57.288	2033758326  
Thu May 20 13:06:57.355	225822117   	Thu May 20 13:06:57.355	2033758351  
Thu May 20 13:06:57.422	225822139   	Thu May 20 13:06:57.422	2033758374  
Thu May 20 13:06:57.488	225822160   	Thu May 20 13:06:57.488	2033758391  
