,oscilloscope_signal,reconstructed_signal
0,0.00229158,0.001562103218918384
1,0.00243456,0.0017659132867742465
2,0.0023313,0.0016930447803356306
3,0.00222406,0.0015500109080704776
4,0.0023313,0.0015955393369953645
5,0.00238293,0.001635271576546778
6,0.00234321,0.0016502673650944182
7,0.00242265,0.001780032485598146
8,0.00237499,0.001715640241522359
9,0.0024703,0.0017649613631768165
10,0.00242265,0.001723672386845155
11,0.00245045,0.0018108293341693065
12,0.00252988,0.0019238134001289453
13,0.00237101,0.0017372233815463308
14,0.00245839,0.0017895180604787302
15,0.00240676,0.0017420403826405445
16,0.00243456,0.0017818194392947785
17,0.00249413,0.0018230168923241536
18,0.00249413,0.0018121245037670687
19,0.00254179,0.0019102382020405647
20,0.00249413,0.0019324223626987207
21,0.00249016,0.0019161571674903763
22,0.00233924,0.0016664501172991265
23,0.0024425,0.0017105386195811114
24,0.00246633,0.0017995870284609457
25,0.00246236,0.0018949352196743704
26,0.00236704,0.001788931030835444
27,0.0023035,0.0016195268752449631
28,0.00238293,0.001654100308831873
29,0.00245045,0.0018051487919283043
30,0.0022757,0.0017235247325339377
31,0.00225187,0.0016733777021331934
32,0.00221612,0.0015262062401377333
33,0.00225187,0.001490673838864901
34,0.00226378,0.001519421482843185
35,0.00245839,0.0017749790785541353
36,0.0024147,0.0017905893445174085
37,0.00241867,0.0018230700671635035
38,0.00238293,0.0017545846869811627
39,0.00229555,0.0015948836324631013
40,0.00236704,0.0016477765339067898
41,0.00237101,0.0017225837625327572
42,0.00223995,0.001640654118191917
43,0.00214066,0.0014676591838049286
44,0.0023035,0.0015285056180369112
45,0.00225981,0.0015200625477790044
46,0.00216846,0.0015650909586553841
47,0.0022757,0.0017087571419555953
48,0.00213669,0.001455342909654025
49,0.00210094,0.0013383986303756462
50,0.00225584,0.0015789469318871017
51,0.00216449,0.00162993382265463
52,0.00198577,0.001477624504091882
53,0.00193811,0.0013353576382780204
54,0.00183882,0.0011334549180627247
55,0.00194605,0.0012028854009051787
56,0.00198974,0.0012894225640083855
57,0.00212875,0.0015363026376280693
58,0.00202548,0.00151256205839706
59,0.00210492,0.0015247251045044706
60,0.00206123,0.0013191730095011012
61,0.00237101,0.0015989125276525311
62,0.00237499,0.0017879548428783969
63,0.00240279,0.001982116042434591
64,0.00222009,0.001711009822659943
65,0.00229158,0.0015603636926792518
66,0.00232733,0.0015433106106516143
67,0.00239882,0.0017667811016987478
68,0.00244647,0.0019178277841607313
69,0.00236307,0.001756265892597627
70,0.00229953,0.0015909702018923008
71,0.00250605,0.0018276476894061558
72,0.00232336,0.0017262233097080945
73,0.0024147,0.0018062865940276227
74,0.00234321,0.001659485258566245
75,0.00238293,0.0016821156111822232
76,0.00243456,0.0017873658885306056
77,0.00240279,0.001791478250014604
78,0.00236307,0.0017309664103620029
79,0.00236704,0.001700403648945525
80,0.00238293,0.0017097290968222114
81,0.0023869,0.0017388297826177624
82,0.00231938,0.0017102313449822626
83,0.00226775,0.0016703140382694813
84,0.00218832,0.00153569981228781
85,0.00229158,0.0015528346589816092
86,0.00221612,0.0014642525069518634
87,0.00241073,0.0017483182287329907
88,0.00234321,0.001757574320131311
89,0.00233527,0.001708548633070678
90,0.00227172,0.0015581017470295846
91,0.00243853,0.0017408794682815339
92,0.00232733,0.001737121241835833
93,0.00221215,0.0016508940814074697
94,0.00224392,0.00156282274085045
95,0.00218435,0.0013846425341156668
96,0.00235513,0.001594472567926935
97,0.00237499,0.001744542708305932
98,0.00241867,0.0018242227601747486
99,0.00229158,0.0016116468081611298
100,0.00246633,0.00173755976931486
101,0.0024147,0.0017608189319226464
102,0.00236704,0.001790262416792558
103,0.00226775,0.0016347732420798095
104,0.00233924,0.0015872950427257432
105,0.00233924,0.0015802426463571145
106,0.00231541,0.0016714552186511307
107,0.0023869,0.0018071047476953114
108,0.00219626,0.0015343994136716268
109,0.00227967,0.001511969369022239
110,0.00236307,0.001617495385911533
111,0.0023591,0.0017205336149845659
112,0.00228761,0.0016743415963601108
113,0.0023869,0.0016724714414430705
114,0.00236307,0.0015570121710913726
115,0.00256562,0.0018008794632158802
116,0.00257754,0.001935450146062093
117,0.00259342,0.0020036983662219425
118,0.00249413,0.001826278953063314
119,0.00255768,0.001774927845632684
120,0.00264506,0.0018320317691691889
121,0.00271654,0.0019610068475732823
122,0.00283966,0.0021297460900705878
123,0.00281981,0.002088582856072799
124,0.00287938,0.0021195308788015937
125,0.00298264,0.0022505285645027973
126,0.0029191,0.0022207407163955094
127,0.00285952,0.0021128130079892398
128,0.00299456,0.0021524643809494766
129,0.00301044,0.0021542227481727086
130,0.00308193,0.0023149032720814464
131,0.00307002,0.002364600166690091
132,0.00301442,0.0022600186323133943
133,0.00299456,0.00217463274793063
134,0.0030025,0.0022141043984021426
135,0.00287541,0.0021612251810639023
136,0.00274435,0.0020122873759780124
137,0.00274435,0.0019010960375255165
138,0.00272052,0.0018061886159127663
139,0.0027642,0.0018975757291768245
140,0.00282775,0.0020688568653299804
141,0.00278803,0.0020994825253500982
142,0.0025974,0.0018982088970398063
143,0.00254577,0.0017684798319017295
144,0.00253782,0.001677514077211495
145,0.00261328,0.001750364898245795
146,0.00256959,0.0017959387455935617
147,0.00258548,0.0018844702049265062
148,0.00256562,0.0018278141282604095
149,0.00257357,0.0017576520166833738
150,0.00254179,0.0017363023409028198
151,0.00264108,0.0019173387595514781
152,0.00256562,0.001862371742042729
153,0.00254577,0.0017811917835470386
154,0.00257754,0.0017904012205836007
155,0.00252591,0.0017947351160841857
156,0.00255768,0.0018462487274102986
157,0.00255768,0.0017765819566361162
158,0.00252194,0.0017064555151631428
159,0.00266094,0.0019354210265313905
160,0.00254179,0.001906109154003985
161,0.00249811,0.0018039860372643763
162,0.00243456,0.0016146316348910647
163,0.00253385,0.0017110614415898494
164,0.00260534,0.0018988544237869846
165,0.00245839,0.0018024635233659277
166,0.00246236,0.001724232920131291
167,0.00251002,0.0016993490304310808
168,0.00250605,0.0017419482882037231
169,0.00251796,0.0018349370823498596
170,0.00243853,0.0017519138243423022
171,0.0024703,0.0017264019432943136
172,0.00237499,0.0016215277195665541
173,0.00243456,0.0017191332550052676
174,0.00233924,0.0016302767428185874
175,0.00237499,0.0016273875718839155
176,0.00235116,0.0015860357133904786
177,0.0024147,0.0016827371259152781
178,0.00236307,0.00166641260369802
179,0.00241867,0.0017157845225994213
180,0.00232336,0.001592071718782618
181,0.0024147,0.0016725716813258856
182,0.00245839,0.0017281641413796635
183,0.00236704,0.0016500999133216283
184,0.00251796,0.0018026698385556067
185,0.00245839,0.0017391548930394463
186,0.00244647,0.0017324772968277855
187,0.00252194,0.0018293497408349904
188,0.00240279,0.001731574077780348
189,0.00239882,0.00171940363490159
190,0.00235116,0.0016317070471238313
191,0.00237896,0.001629615433626235
192,0.00231541,0.001584210935003893
193,0.00243059,0.001745445473496499
194,0.00236704,0.0017018772710418353
195,0.00227967,0.0015911024555091426
196,0.00230747,0.0015852235960684463
197,0.00247825,0.0017435153248705065
198,0.00225187,0.001525967366814533
199,0.00247825,0.0017731848750331413
200,0.00247825,0.001799421537999739
201,0.00240676,0.0017402327115857434
202,0.00234321,0.0016551506884834105
203,0.00249413,0.001768401976964678
204,0.00239087,0.0016542987655515146
205,0.00234718,0.0016331765845455475
206,0.00253782,0.0018411769358182744
207,0.0023591,0.0016542883351857033
208,0.00233527,0.0016187371923473627
209,0.00249413,0.0017731343469430455
210,0.0023313,0.0015953509303272672
211,0.00241867,0.0016710151456377103
212,0.00243059,0.0017237133617971632
213,0.00236704,0.0017371465464072378
214,0.00224789,0.0016247550207247794
215,0.00215655,0.001424609293805285
216,0.00223995,0.0014029051232458704
217,0.00227967,0.001476070519211928
218,0.00234718,0.0016679100132966694
219,0.00236704,0.0017430640195107798
220,0.00219626,0.0015195665196765242
221,0.00235513,0.001627744868834969
222,0.00225187,0.001540975705261546
223,0.00227172,0.001588245461437673
224,0.00221215,0.0015242590313347627
225,0.00231144,0.0016245263886605465
226,0.00212875,0.0014563902638182033
227,0.00222804,0.0015288101384576648
228,0.00218038,0.001426973019234272
229,0.00229953,0.0015693617522581234
230,0.00227172,0.0016461115189147562
231,0.00219626,0.0015966557270666623
232,0.00217243,0.0014429648052481838
233,0.00235513,0.0015131394994346555
234,0.00237101,0.0016176064903934994
235,0.0024147,0.001848035898904356
236,0.00235116,0.0018173763370049872
237,0.00224789,0.0015629140164904604
238,0.00222009,0.001415203931083238
239,0.00234321,0.00157802806980597
240,0.00235513,0.0016809398079598759
241,0.00236704,0.0017063707431248627
242,0.00231938,0.0016238793036088732
243,0.00240676,0.0017036440606453835
244,0.0023035,0.001604341108909332
245,0.00245045,0.001728997549436435
246,0.00237499,0.001640385127781977
247,0.00243853,0.001738949014067564
248,0.00246633,0.0018062151066756376
249,0.00236704,0.0016911190949644912
250,0.00237499,0.0016470489112423623
251,0.00245442,0.001697473367816445
252,0.0023869,0.0016406850740225555
253,0.00252194,0.001807170918131654
254,0.00251399,0.0018336522716639533
255,0.00237499,0.0017058127598495116
256,0.00245839,0.0017546399552919654
257,0.00239882,0.0016514690851846888
258,0.00241073,0.0016780803578025727
259,0.00237896,0.0017012927549933208
260,0.00233527,0.0016533742251713035
261,0.00236704,0.0016062312158425123
262,0.00239882,0.0016058419344360086
263,0.00237896,0.0016707635694756932
264,0.00244647,0.0018280573362898127
265,0.0023313,0.0016796626955649845
266,0.00229555,0.0015453259631760057
267,0.00229555,0.0015242372740274408
268,0.00239484,0.001677992145788097
